word,pos,tag,desc
effervescent,NOUN,NN,"noun, common, singular or mass"
transfiguration,NOUN,NN,"noun, common, singular or mass"
punctured,VERB,VBD,"verb, past tense"
coughed,ADJ,JJ,"adjective or numeral, ordinal"
investigatory,NOUN,NN,"noun, common, singular or mass"
reductive,ADJ,JJ,"adjective or numeral, ordinal"
reassembly,ADV,RB,adverb
leftmost,VERB,VBN,"verb, past participle"
repaying,VERB,VBG,"verb, present participle or gerund"
filial,ADJ,JJ,"adjective or numeral, ordinal"
pavlov,VERB,VB,"verb, base form"
hydrants,NOUN,NNS,"noun, common, plural"
streaking,VERB,VBG,"verb, present participle or gerund"
mocks,NOUN,NNS,"noun, common, plural"
pronouncement,NOUN,NN,"noun, common, singular or mass"
refrained,VERB,VBD,"verb, past tense"
slewing,VERB,VBG,"verb, present participle or gerund"
deanery,NOUN,NN,"noun, common, singular or mass"
kibbutz,VERB,VBD,"verb, past tense"
shallower,ADJ,JJR,"adjective, comparative"
cortisone,NOUN,NN,"noun, common, singular or mass"
patriarchs,NOUN,NNS,"noun, common, plural"
polycyclic,NOUN,NN,"noun, common, singular or mass"
subspaces,NOUN,NNS,"noun, common, plural"
respectability,NOUN,NN,"noun, common, singular or mass"
commode,VERB,VB,"verb, base form"
posers,NOUN,NNS,"noun, common, plural"
radiometric,ADJ,JJ,"adjective or numeral, ordinal"
sneaks,NOUN,NNS,"noun, common, plural"
overeating,VERB,VBG,"verb, present participle or gerund"
overbearing,ADJ,JJ,"adjective or numeral, ordinal"
aspidistra,ADJ,JJ,"adjective or numeral, ordinal"
townspeople,NOUN,NN,"noun, common, singular or mass"
adoring,VERB,VBG,"verb, present participle or gerund"
trodden,VERB,VB,"verb, base form"
cowgirls,NOUN,NNS,"noun, common, plural"
administrated,VERB,VBN,"verb, past participle"
decoupled,VERB,VBD,"verb, past tense"
referenda,NOUN,NN,"noun, common, singular or mass"
ventilators,NOUN,NNS,"noun, common, plural"
stockpiling,VERB,VBG,"verb, present participle or gerund"
debited,VERB,VBN,"verb, past participle"
diktat,NOUN,NN,"noun, common, singular or mass"
reaped,VERB,VBN,"verb, past participle"
bequeathed,VERB,VBN,"verb, past participle"
grumbling,VERB,VBG,"verb, present participle or gerund"
flatulence,NOUN,NN,"noun, common, singular or mass"
elude,VERB,VB,"verb, base form"
decently,ADV,RB,adverb
airstream,VERB,VB,"verb, base form"
chainsaws,NOUN,NNS,"noun, common, plural"
metaphorically,ADV,RB,adverb
tripe,NOUN,NN,"noun, common, singular or mass"
cicada,NOUN,NN,"noun, common, singular or mass"
glitters,NOUN,NNS,"noun, common, plural"
austerity,NOUN,NN,"noun, common, singular or mass"
enjoin,NOUN,NN,"noun, common, singular or mass"
boyish,ADJ,JJ,"adjective or numeral, ordinal"
becks,NOUN,NNS,"noun, common, plural"
egotistical,ADJ,JJ,"adjective or numeral, ordinal"
neared,VERB,VBD,"verb, past tense"
cobras,NOUN,NNS,"noun, common, plural"
euphemism,NOUN,NN,"noun, common, singular or mass"
diverging,VERB,VBG,"verb, present participle or gerund"
megaphone,NOUN,NN,"noun, common, singular or mass"
uninvited,ADJ,JJ,"adjective or numeral, ordinal"
cantaloupe,ADJ,JJ,"adjective or numeral, ordinal"
carvers,NOUN,NNS,"noun, common, plural"
comatose,NOUN,NN,"noun, common, singular or mass"
liven,NOUN,NN,"noun, common, singular or mass"
trappers,NOUN,NNS,"noun, common, plural"
aniline,ADJ,JJ,"adjective or numeral, ordinal"
inclusiveness,NOUN,NN,"noun, common, singular or mass"
stabilise,NOUN,NN,"noun, common, singular or mass"
decodes,NOUN,NNS,"noun, common, plural"
misprints,NOUN,NNS,"noun, common, plural"
spilt,NOUN,NN,"noun, common, singular or mass"
forgetful,ADJ,JJ,"adjective or numeral, ordinal"
conceding,VERB,VBG,"verb, present participle or gerund"
brightened,VERB,VBN,"verb, past participle"
inconveniences,NOUN,NNS,"noun, common, plural"
grater,NOUN,NN,"noun, common, singular or mass"
oestrogen,NOUN,NN,"noun, common, singular or mass"
gyration,NOUN,NN,"noun, common, singular or mass"
anorexic,NOUN,NN,"noun, common, singular or mass"
bushfire,VERB,VB,"verb, base form"
pathfinders,NOUN,NNS,"noun, common, plural"
rigour,VERB,VB,"verb, base form"
reshuffle,NOUN,NN,"noun, common, singular or mass"
trombones,NOUN,NNS,"noun, common, plural"
oxalate,ADJ,JJ,"adjective or numeral, ordinal"
evinced,VERB,VBN,"verb, past participle"
jabs,VERB,VBZ,"verb, present tense, 3rd person singular"
photogenic,ADJ,JJ,"adjective or numeral, ordinal"
uneasiness,NOUN,NN,"noun, common, singular or mass"
confusingly,ADV,RB,adverb
afresh,NOUN,NN,"noun, common, singular or mass"
freesia,NOUN,NN,"noun, common, singular or mass"
dockside,VERB,VB,"verb, base form"
taal,NOUN,NN,"noun, common, singular or mass"
condensers,NOUN,NNS,"noun, common, plural"
bunks,VERB,VBZ,"verb, present tense, 3rd person singular"
ducked,VERB,VBD,"verb, past tense"
thalamus,NOUN,NN,"noun, common, singular or mass"
situate,VERB,VB,"verb, base form"
escapade,NOUN,NN,"noun, common, singular or mass"
loomed,VERB,VBD,"verb, past tense"
spaceships,NOUN,NNS,"noun, common, plural"
throttling,VERB,VBG,"verb, present participle or gerund"
madrigal,ADJ,JJ,"adjective or numeral, ordinal"
oink,INTJ,UH,interjection
devises,NOUN,NNS,"noun, common, plural"
ditched,VERB,VBN,"verb, past participle"
homicidal,NOUN,NN,"noun, common, singular or mass"
signpost,VERB,VBN,"verb, past participle"
saturate,VERB,VB,"verb, base form"
dyne,NOUN,NN,"noun, common, singular or mass"
trenching,VERB,VBG,"verb, present participle or gerund"
pews,NOUN,NNS,"noun, common, plural"
reducers,NOUN,NNS,"noun, common, plural"
workhouse,VERB,VB,"verb, base form"
sensitively,ADV,RB,adverb
deterring,VERB,VBG,"verb, present participle or gerund"
polyhedron,NOUN,NN,"noun, common, singular or mass"
gutsy,ADJ,JJ,"adjective or numeral, ordinal"
trillions,NOUN,NNS,"noun, common, plural"
discriminates,VERB,VBZ,"verb, present tense, 3rd person singular"
whalers,NOUN,NNS,"noun, common, plural"
predeceased,VERB,VBN,"verb, past participle"
smuggle,NOUN,NN,"noun, common, singular or mass"
nooks,VERB,VBZ,"verb, present tense, 3rd person singular"
accrues,VERB,VBZ,"verb, present tense, 3rd person singular"
autocratic,ADJ,JJ,"adjective or numeral, ordinal"
teenaged,VERB,VBN,"verb, past participle"
hiccup,VERB,VB,"verb, base form"
interfaced,VERB,VBD,"verb, past tense"
overheat,VERB,VB,"verb, base form"
shyly,ADV,RB,adverb
stewed,VERB,VBN,"verb, past participle"
fingernail,NOUN,NN,"noun, common, singular or mass"
scone,NOUN,NN,"noun, common, singular or mass"
disguises,NOUN,NNS,"noun, common, plural"
angstroms,NOUN,NNS,"noun, common, plural"
stowed,VERB,VBD,"verb, past tense"
unmanageable,ADJ,JJ,"adjective or numeral, ordinal"
pidgin,NOUN,NN,"noun, common, singular or mass"
denunciation,NOUN,NN,"noun, common, singular or mass"
squeal,ADJ,JJ,"adjective or numeral, ordinal"
ducking,VERB,VBG,"verb, present participle or gerund"
throb,VERB,VB,"verb, base form"
scorch,NOUN,NN,"noun, common, singular or mass"
goodbyes,NOUN,NNS,"noun, common, plural"
perusing,VERB,VBG,"verb, present participle or gerund"
duels,VERB,VBZ,"verb, present tense, 3rd person singular"
villainous,ADJ,JJ,"adjective or numeral, ordinal"
mesozoic,ADJ,JJ,"adjective or numeral, ordinal"
cellist,NOUN,NN,"noun, common, singular or mass"
elderberry,ADJ,JJ,"adjective or numeral, ordinal"
paramilitaries,NOUN,NNS,"noun, common, plural"
terrazzo,NOUN,NNS,"noun, common, plural"
steadfastly,ADV,RB,adverb
interferences,VERB,VBZ,"verb, present tense, 3rd person singular"
bookbinding,VERB,VBG,"verb, present participle or gerund"
rusting,VERB,VBG,"verb, present participle or gerund"
slicker,ADV,RB,adverb
abstention,NOUN,NN,"noun, common, singular or mass"
conservationist,NOUN,NN,"noun, common, singular or mass"
bandwidths,NOUN,NNS,"noun, common, plural"
reconvened,VERB,VBD,"verb, past tense"
radiates,VERB,VBZ,"verb, present tense, 3rd person singular"
disjunction,NOUN,NN,"noun, common, singular or mass"
genealogies,NOUN,NNS,"noun, common, plural"
ruthlessly,ADV,RB,adverb
falsify,VERB,VB,"verb, base form"
ratifying,VERB,VBG,"verb, present participle or gerund"
swagger,NOUN,NN,"noun, common, singular or mass"
flicked,VERB,VBN,"verb, past participle"
voltmeter,NOUN,NN,"noun, common, singular or mass"
emigrate,VERB,VB,"verb, base form"
arbour,NOUN,NN,"noun, common, singular or mass"
syntactically,ADV,RB,adverb
accomplices,NOUN,NNS,"noun, common, plural"
hadrons,NOUN,NNS,"noun, common, plural"
leisurewear,NOUN,NN,"noun, common, singular or mass"
cheetahs,NOUN,NNS,"noun, common, plural"
marketability,NOUN,NN,"noun, common, singular or mass"
deadlocked,VERB,VBD,"verb, past tense"
solidification,NOUN,NN,"noun, common, singular or mass"
recompiled,VERB,VBD,"verb, past tense"
manipulators,NOUN,NNS,"noun, common, plural"
toothless,ADJ,JJ,"adjective or numeral, ordinal"
frankincense,NOUN,NN,"noun, common, singular or mass"
creosote,VERB,VB,"verb, base form"
cloakroom,NOUN,NN,"noun, common, singular or mass"
commendations,NOUN,NNS,"noun, common, plural"
comprehended,VERB,VBN,"verb, past participle"
textural,ADJ,JJ,"adjective or numeral, ordinal"
detours,VERB,VBZ,"verb, present tense, 3rd person singular"
peps,NOUN,NNS,"noun, common, plural"
bravest,ADV,RBS,"adverb, superlative"
crevice,NOUN,NN,"noun, common, singular or mass"
miler,NOUN,NN,"noun, common, singular or mass"
gunpoint,VERB,VB,"verb, base form"
dimers,NOUN,NNS,"noun, common, plural"
grownups,NOUN,NNS,"noun, common, plural"
telltale,ADJ,JJ,"adjective or numeral, ordinal"
evict,VERB,VB,"verb, base form"
typewritten,VERB,VB,"verb, base form"
negev,ADJ,JJ,"adjective or numeral, ordinal"
progenitors,NOUN,NNS,"noun, common, plural"
forges,NOUN,NNS,"noun, common, plural"
jots,NOUN,NNS,"noun, common, plural"
loosed,VERB,VBN,"verb, past participle"
madcap,NOUN,NN,"noun, common, singular or mass"
colonisation,NOUN,NN,"noun, common, singular or mass"
neigh,ADJ,JJ,"adjective or numeral, ordinal"
persecute,VERB,VB,"verb, base form"
couturier,NOUN,NN,"noun, common, singular or mass"
impersonator,NOUN,NN,"noun, common, singular or mass"
dedicates,VERB,VBZ,"verb, present tense, 3rd person singular"
unworkable,ADJ,JJ,"adjective or numeral, ordinal"
crabby,ADJ,JJ,"adjective or numeral, ordinal"
voracious,ADJ,JJ,"adjective or numeral, ordinal"
cliffhanger,NOUN,NN,"noun, common, singular or mass"
rescuer,NOUN,NN,"noun, common, singular or mass"
miscarriages,NOUN,NNS,"noun, common, plural"
massacred,VERB,VBD,"verb, past tense"
asynchronously,ADV,RB,adverb
aqualung,NOUN,NN,"noun, common, singular or mass"
skinhead,VERB,VB,"verb, base form"
signification,NOUN,NN,"noun, common, singular or mass"
quarrels,NOUN,NNS,"noun, common, plural"
remoteness,VERB,VB,"verb, base form"
togetherness,NOUN,NN,"noun, common, singular or mass"
dihedral,NOUN,NN,"noun, common, singular or mass"
equips,NOUN,NNS,"noun, common, plural"
balmy,ADJ,JJ,"adjective or numeral, ordinal"
splinters,NOUN,NNS,"noun, common, plural"
gymnasiums,NOUN,NNS,"noun, common, plural"
resonators,NOUN,NNS,"noun, common, plural"
epithet,NOUN,NN,"noun, common, singular or mass"
blonds,NOUN,NNS,"noun, common, plural"
unimpressed,ADJ,JJ,"adjective or numeral, ordinal"
ravenous,ADJ,JJ,"adjective or numeral, ordinal"
contravene,ADJ,JJ,"adjective or numeral, ordinal"
mandolins,NOUN,NNS,"noun, common, plural"
overplay,NOUN,NN,"noun, common, singular or mass"
elution,NOUN,NN,"noun, common, singular or mass"
wreckers,NOUN,NNS,"noun, common, plural"
mongols,NOUN,NNS,"noun, common, plural"
camphor,NOUN,NN,"noun, common, singular or mass"
savagery,ADV,RB,adverb
navigated,VERB,VBD,"verb, past tense"
protectionist,NOUN,NN,"noun, common, singular or mass"
pretensions,NOUN,NNS,"noun, common, plural"
thunders,NOUN,NNS,"noun, common, plural"
remodelling,VERB,VBG,"verb, present participle or gerund"
dozier,NOUN,NN,"noun, common, singular or mass"
comings,NOUN,NNS,"noun, common, plural"
timekeeper,NOUN,NN,"noun, common, singular or mass"
enforcers,NOUN,NNS,"noun, common, plural"
crinkle,NOUN,NN,"noun, common, singular or mass"
inversions,NOUN,NNS,"noun, common, plural"
farthing,VERB,VBG,"verb, present participle or gerund"
edibles,NOUN,NNS,"noun, common, plural"
crevices,NOUN,NNS,"noun, common, plural"
wringing,VERB,VBG,"verb, present participle or gerund"
superpowers,NOUN,NNS,"noun, common, plural"
tearful,ADJ,JJ,"adjective or numeral, ordinal"
betwixt,ADJ,JJ,"adjective or numeral, ordinal"
molesting,VERB,VBG,"verb, present participle or gerund"
unmistakably,ADV,RB,adverb
subpoenaed,VERB,VBN,"verb, past participle"
interleaving,VERB,VBG,"verb, present participle or gerund"
psychotherapists,NOUN,NNS,"noun, common, plural"
ruminant,NOUN,NN,"noun, common, singular or mass"
heterologous,ADJ,JJ,"adjective or numeral, ordinal"
massed,VERB,VBD,"verb, past tense"
salicylic,ADJ,JJ,"adjective or numeral, ordinal"
plucking,VERB,VBG,"verb, present participle or gerund"
rommel,NOUN,NN,"noun, common, singular or mass"
zesty,NOUN,NN,"noun, common, singular or mass"
rickshaw,ADJ,JJ,"adjective or numeral, ordinal"
interpolate,ADJ,JJ,"adjective or numeral, ordinal"
shires,NOUN,NNS,"noun, common, plural"
notepads,NOUN,NNS,"noun, common, plural"
silencers,NOUN,NNS,"noun, common, plural"
reprimanded,VERB,VBD,"verb, past tense"
rebelled,VERB,VBD,"verb, past tense"
thunderous,ADJ,JJ,"adjective or numeral, ordinal"
fabulously,ADV,RB,adverb
encloses,VERB,VBZ,"verb, present tense, 3rd person singular"
sorties,NOUN,NNS,"noun, common, plural"
claymore,NOUN,NN,"noun, common, singular or mass"
cantatas,VERB,VBZ,"verb, present tense, 3rd person singular"
prioritised,VERB,VBN,"verb, past participle"
hyphenation,NOUN,NN,"noun, common, singular or mass"
revives,VERB,VBZ,"verb, present tense, 3rd person singular"
toleration,NOUN,NN,"noun, common, singular or mass"
suitors,NOUN,NNS,"noun, common, plural"
forking,VERB,VBG,"verb, present participle or gerund"
plop,NOUN,NN,"noun, common, singular or mass"
genocidal,ADJ,JJ,"adjective or numeral, ordinal"
minutiae,NOUN,NNS,"noun, common, plural"
dissipative,ADJ,JJ,"adjective or numeral, ordinal"
calcification,NOUN,NN,"noun, common, singular or mass"
deviated,VERB,VBN,"verb, past participle"
cybernetic,ADJ,JJ,"adjective or numeral, ordinal"
exerciser,NOUN,NN,"noun, common, singular or mass"
sleight,ADJ,JJ,"adjective or numeral, ordinal"
spectrograph,NOUN,NN,"noun, common, singular or mass"
velveteen,VERB,VB,"verb, base form"
nonpayment,NOUN,NN,"noun, common, singular or mass"
headlined,VERB,VBN,"verb, past participle"
skirted,VERB,VBN,"verb, past participle"
coachman,NOUN,NN,"noun, common, singular or mass"
bigots,NOUN,NNS,"noun, common, plural"
snowballs,NOUN,NNS,"noun, common, plural"
elucidated,ADJ,JJ,"adjective or numeral, ordinal"
reappeared,VERB,VBN,"verb, past participle"
comprehending,VERB,VBG,"verb, present participle or gerund"
reckons,NOUN,NNS,"noun, common, plural"
inexhaustible,ADJ,JJ,"adjective or numeral, ordinal"
manipulates,NOUN,NNS,"noun, common, plural"
puzzler,NOUN,NN,"noun, common, singular or mass"
canny,ADJ,JJ,"adjective or numeral, ordinal"
fainted,VERB,VBD,"verb, past tense"
pianoforte,NOUN,NN,"noun, common, singular or mass"
rifts,VERB,VBZ,"verb, present tense, 3rd person singular"
fleshed,VERB,VBN,"verb, past participle"
tracksuits,VERB,VBZ,"verb, present tense, 3rd person singular"
urbanisation,NOUN,NN,"noun, common, singular or mass"
winking,VERB,VBG,"verb, present participle or gerund"
mastodon,NOUN,NN,"noun, common, singular or mass"
clarinets,NOUN,NNS,"noun, common, plural"
telephonic,NOUN,NN,"noun, common, singular or mass"
wallaby,NOUN,NN,"noun, common, singular or mass"
racecourses,NOUN,NNS,"noun, common, plural"
exemplars,NOUN,NNS,"noun, common, plural"
firmament,NOUN,NN,"noun, common, singular or mass"
hovers,NOUN,NNS,"noun, common, plural"
grossed,VERB,VBN,"verb, past participle"
interrelationship,NOUN,NN,"noun, common, singular or mass"
cottons,NOUN,NNS,"noun, common, plural"
thoroughness,NOUN,NN,"noun, common, singular or mass"
articulates,NOUN,NNS,"noun, common, plural"
confessor,NOUN,NN,"noun, common, singular or mass"
gooseberry,NOUN,NN,"noun, common, singular or mass"
aimlessly,ADV,RB,adverb
ligature,NOUN,NN,"noun, common, singular or mass"
endometrium,NOUN,NN,"noun, common, singular or mass"
pronouncing,VERB,VBG,"verb, present participle or gerund"
mulled,VERB,VBD,"verb, past tense"
dazzled,VERB,VBN,"verb, past participle"
inborn,ADJ,JJ,"adjective or numeral, ordinal"
consuls,NOUN,NNS,"noun, common, plural"
faulting,VERB,VBG,"verb, present participle or gerund"
thrusters,NOUN,NNS,"noun, common, plural"
newness,NOUN,NN,"noun, common, singular or mass"
ascetic,ADJ,JJ,"adjective or numeral, ordinal"
bearable,ADJ,JJ,"adjective or numeral, ordinal"
attesting,VERB,VBG,"verb, present participle or gerund"
uninspired,ADJ,JJ,"adjective or numeral, ordinal"
polarised,VERB,VBN,"verb, past participle"
russet,VERB,VB,"verb, base form"
rumen,NOUN,NNS,"noun, common, plural"
reminiscing,VERB,VBG,"verb, present participle or gerund"
krill,NOUN,NN,"noun, common, singular or mass"
hothouse,NOUN,NN,"noun, common, singular or mass"
incas,VERB,VBZ,"verb, present tense, 3rd person singular"
patella,NOUN,NN,"noun, common, singular or mass"
skein,NOUN,NN,"noun, common, singular or mass"
tans,NOUN,NNS,"noun, common, plural"
slicers,NOUN,NNS,"noun, common, plural"
eyewitnesses,VERB,VBZ,"verb, present tense, 3rd person singular"
mettle,NOUN,NN,"noun, common, singular or mass"
moldy,VERB,VBG,"verb, present participle or gerund"
quantifiers,NOUN,NNS,"noun, common, plural"
relegation,NOUN,NN,"noun, common, singular or mass"
halogenated,VERB,VBN,"verb, past participle"
demonstrative,ADJ,JJ,"adjective or numeral, ordinal"
arthropod,ADJ,JJ,"adjective or numeral, ordinal"
insets,VERB,VBZ,"verb, present tense, 3rd person singular"
bigoted,VERB,VBN,"verb, past participle"
formers,NOUN,NNS,"noun, common, plural"
discordant,ADJ,JJ,"adjective or numeral, ordinal"
lilacs,VERB,VBZ,"verb, present tense, 3rd person singular"
uprights,NOUN,NNS,"noun, common, plural"
levying,VERB,VBG,"verb, present participle or gerund"
forearms,NOUN,NNS,"noun, common, plural"
misdiagnosis,NOUN,NN,"noun, common, singular or mass"
nines,NOUN,NNS,"noun, common, plural"
buoyed,VERB,VBN,"verb, past participle"
slurping,VERB,VBG,"verb, present participle or gerund"
malady,NOUN,NN,"noun, common, singular or mass"
inhibitions,NOUN,NNS,"noun, common, plural"
antimatter,NOUN,NN,"noun, common, singular or mass"
electromagnetism,NOUN,NN,"noun, common, singular or mass"
grandsons,NOUN,NNS,"noun, common, plural"
taverna,NOUN,NN,"noun, common, singular or mass"
tempers,NOUN,NNS,"noun, common, plural"
quinine,NOUN,NN,"noun, common, singular or mass"
thirtieth,ADJ,JJ,"adjective or numeral, ordinal"
illegality,NOUN,NN,"noun, common, singular or mass"
paraphrased,VERB,VBN,"verb, past participle"
parkas,NOUN,NNS,"noun, common, plural"
beanstalk,VERB,VB,"verb, base form"
retroviruses,VERB,VBZ,"verb, present tense, 3rd person singular"
grog,NOUN,NN,"noun, common, singular or mass"
radially,ADV,RB,adverb
signposted,VERB,VBD,"verb, past tense"
stigmata,NOUN,NN,"noun, common, singular or mass"
fester,ADJ,JJ,"adjective or numeral, ordinal"
bushland,NOUN,NN,"noun, common, singular or mass"
pathologies,NOUN,NNS,"noun, common, plural"
permeated,VERB,VBN,"verb, past participle"
immunosuppression,NOUN,NN,"noun, common, singular or mass"
retards,NOUN,NNS,"noun, common, plural"
convexity,NOUN,NN,"noun, common, singular or mass"
resentful,ADJ,JJ,"adjective or numeral, ordinal"
headlands,VERB,VBZ,"verb, present tense, 3rd person singular"
saintly,ADV,RB,adverb
envisages,NOUN,NNS,"noun, common, plural"
auditioning,VERB,VBG,"verb, present participle or gerund"
picnicking,VERB,VBG,"verb, present participle or gerund"
adjuncts,VERB,VBZ,"verb, present tense, 3rd person singular"
jeweller,NOUN,NN,"noun, common, singular or mass"
cryptology,NOUN,NN,"noun, common, singular or mass"
scribbles,NOUN,NNS,"noun, common, plural"
gangland,NOUN,NN,"noun, common, singular or mass"
grubby,ADJ,JJ,"adjective or numeral, ordinal"
wooing,VERB,VBG,"verb, present participle or gerund"
conjunctions,NOUN,NNS,"noun, common, plural"
bluebell,NOUN,NN,"noun, common, singular or mass"
embellish,ADJ,JJ,"adjective or numeral, ordinal"
telepathic,ADJ,JJ,"adjective or numeral, ordinal"
disinfect,VERB,VB,"verb, base form"
moonlit,NOUN,NN,"noun, common, singular or mass"
intercepting,VERB,VBG,"verb, present participle or gerund"
privatised,VERB,VBN,"verb, past participle"
melange,NOUN,NN,"noun, common, singular or mass"
denounces,NOUN,NNS,"noun, common, plural"
croissant,ADJ,JJ,"adjective or numeral, ordinal"
costumed,VERB,VBN,"verb, past participle"
trilateral,ADJ,JJ,"adjective or numeral, ordinal"
dedications,NOUN,NNS,"noun, common, plural"
recurrences,NOUN,NNS,"noun, common, plural"
ulceration,NOUN,NN,"noun, common, singular or mass"
aftertaste,NOUN,NN,"noun, common, singular or mass"
dampened,VERB,VBN,"verb, past participle"
stalkers,NOUN,NNS,"noun, common, plural"
corks,NOUN,NNS,"noun, common, plural"
obscuring,VERB,VBG,"verb, present participle or gerund"
demoted,VERB,VBN,"verb, past participle"
nullify,VERB,VB,"verb, base form"
refines,NOUN,NNS,"noun, common, plural"
infarct,NOUN,NN,"noun, common, singular or mass"
tricking,VERB,VBG,"verb, present participle or gerund"
liquidating,VERB,VBG,"verb, present participle or gerund"
compacting,VERB,VBG,"verb, present participle or gerund"
corroborate,VERB,VB,"verb, base form"
shuffles,NOUN,NNS,"noun, common, plural"
aborts,VERB,VBZ,"verb, present tense, 3rd person singular"
envied,VERB,VBD,"verb, past tense"
dirtiest,ADJ,JJS,"adjective, superlative"
chins,NOUN,NNS,"noun, common, plural"
psychosomatic,ADJ,JJ,"adjective or numeral, ordinal"
kidnappings,NOUN,NNS,"noun, common, plural"
frictional,ADJ,JJ,"adjective or numeral, ordinal"
runt,NOUN,NN,"noun, common, singular or mass"
nursed,VERB,VBN,"verb, past participle"
monolayers,NOUN,NNS,"noun, common, plural"
squirm,VERB,VB,"verb, base form"
philately,ADV,RB,adverb
repairable,ADJ,JJ,"adjective or numeral, ordinal"
loathsome,ADJ,JJ,"adjective or numeral, ordinal"
disequilibrium,NOUN,NN,"noun, common, singular or mass"
springbok,PROPN,NNP,"noun, proper, singular"
twisters,NOUN,NNS,"noun, common, plural"
icebergs,NOUN,NNS,"noun, common, plural"
sacking,VERB,VBG,"verb, present participle or gerund"
skinless,NOUN,NN,"noun, common, singular or mass"
sauerkraut,NOUN,NN,"noun, common, singular or mass"
clapper,NOUN,NN,"noun, common, singular or mass"
settee,NOUN,NN,"noun, common, singular or mass"
driest,NOUN,NN,"noun, common, singular or mass"
beautician,NOUN,NN,"noun, common, singular or mass"
syntheses,VERB,VBZ,"verb, present tense, 3rd person singular"
underpaid,ADJ,JJ,"adjective or numeral, ordinal"
stealthy,ADJ,JJ,"adjective or numeral, ordinal"
upswing,VERB,VBG,"verb, present participle or gerund"
flaunt,VERB,VB,"verb, base form"
interrogators,NOUN,NNS,"noun, common, plural"
mistaking,VERB,VBG,"verb, present participle or gerund"
hooligan,ADJ,JJ,"adjective or numeral, ordinal"
gunnery,NOUN,NN,"noun, common, singular or mass"
dyspepsia,NOUN,NN,"noun, common, singular or mass"
perms,NOUN,NNS,"noun, common, plural"
digestible,ADJ,JJ,"adjective or numeral, ordinal"
augments,NOUN,NNS,"noun, common, plural"
unsweetened,ADJ,JJ,"adjective or numeral, ordinal"
daydreams,NOUN,NNS,"noun, common, plural"
cede,NOUN,NN,"noun, common, singular or mass"
pyrolysis,NOUN,NN,"noun, common, singular or mass"
convenes,VERB,VBZ,"verb, present tense, 3rd person singular"
annihilate,VERB,VB,"verb, base form"
callus,NOUN,NN,"noun, common, singular or mass"
apologist,NOUN,NN,"noun, common, singular or mass"
tartrate,VERB,VB,"verb, base form"
candidly,ADV,RB,adverb
shifty,ADJ,JJ,"adjective or numeral, ordinal"
attentional,ADJ,JJ,"adjective or numeral, ordinal"
orphanages,NOUN,NNS,"noun, common, plural"
fossa,ADJ,JJ,"adjective or numeral, ordinal"
deceptions,NOUN,NNS,"noun, common, plural"
snorted,VERB,VBD,"verb, past tense"
upwind,ADJ,JJ,"adjective or numeral, ordinal"
shivered,VERB,VBD,"verb, past tense"
teem,NOUN,NN,"noun, common, singular or mass"
replenished,VERB,VBN,"verb, past participle"
overexposure,NOUN,NN,"noun, common, singular or mass"
massless,ADV,RB,adverb
assailants,NOUN,NNS,"noun, common, plural"
fitment,ADJ,JJ,"adjective or numeral, ordinal"
degeneracy,NOUN,NN,"noun, common, singular or mass"
lemming,VERB,VBG,"verb, present participle or gerund"
appends,NOUN,NNS,"noun, common, plural"
consummated,VERB,VBD,"verb, past tense"
morphisms,NOUN,NNS,"noun, common, plural"
geostationary,ADJ,JJ,"adjective or numeral, ordinal"
fertilisation,NOUN,NN,"noun, common, singular or mass"
obstinate,NOUN,NN,"noun, common, singular or mass"
earthwork,NOUN,NN,"noun, common, singular or mass"
serology,NOUN,NN,"noun, common, singular or mass"
disoriented,VERB,VBD,"verb, past tense"
buttock,VERB,VB,"verb, base form"
ergodic,ADJ,JJ,"adjective or numeral, ordinal"
superseding,VERB,VBG,"verb, present participle or gerund"
retrace,NOUN,NN,"noun, common, singular or mass"
glasshouse,NOUN,NN,"noun, common, singular or mass"
revolvers,NOUN,NNS,"noun, common, plural"
lurch,VERB,VB,"verb, base form"
medallist,ADJ,JJ,"adjective or numeral, ordinal"
gregarious,ADJ,JJ,"adjective or numeral, ordinal"
torrential,ADJ,JJ,"adjective or numeral, ordinal"
nightgown,VERB,VB,"verb, base form"
splurge,VERB,VB,"verb, base form"
bombard,NOUN,NN,"noun, common, singular or mass"
magpies,NOUN,NNS,"noun, common, plural"
missus,ADJ,JJ,"adjective or numeral, ordinal"
mystified,VERB,VBD,"verb, past tense"
hashed,VERB,VBD,"verb, past tense"
drooping,VERB,VBG,"verb, present participle or gerund"
quash,VERB,VB,"verb, base form"
adjudicate,NOUN,NN,"noun, common, singular or mass"
inconsiderate,ADJ,JJ,"adjective or numeral, ordinal"
mousetrap,NOUN,NN,"noun, common, singular or mass"
swirled,VERB,VBN,"verb, past participle"
darted,VERB,VBN,"verb, past participle"
warlike,NOUN,NN,"noun, common, singular or mass"
participative,ADJ,JJ,"adjective or numeral, ordinal"
colons,NOUN,NNS,"noun, common, plural"
supplication,NOUN,NN,"noun, common, singular or mass"
fretted,VERB,VBN,"verb, past participle"
screamer,VERB,VB,"verb, base form"
practicals,NOUN,NNS,"noun, common, plural"
gauged,VERB,VBD,"verb, past tense"
posthumously,ADV,RB,adverb
suet,NOUN,NN,"noun, common, singular or mass"
overhanging,VERB,VBG,"verb, present participle or gerund"
impropriety,NOUN,NN,"noun, common, singular or mass"
